current_price,investor
1185000,True
855000,False
3450000,True
2098500,True
700000,False
510000,False
150000,False
825000,False
625000,True
860000,False
2700000,True
481000,False
396000,False
415000,False
1200000,False
535000,False
380000,False
200000,False
1400000,False
1800000,False
500000,False
3290000,False
775000,False
310000,False
2525000,False
950000,False
1000000,False
1315000,True
3150000,True
1050000,False
6850000,True
2750000,False
950000,True
1600000,False
792500,False
1325000,False
1250000,False
2900000,False
1240000,True
1150000,False
631000,True
631000,True
1610000,False
1025000,True
960000,False
950000,False
795000,False
775000,False
1360000,False
485000,False
1350000,True
4000000,True
4000000,True
1250000,False
2200000,True
8700000,True
27150000,True
500000,False
805000,False
1050000,False
325000,False
1215000,False
750000,False
565000,False
2500000,False
935000,False
1200000,False
1680000,True
2680000,True
465000,True
321500,False
315000,False
8150000,True
1160000,False
687500,True
687500,True
687500,True
500000,False
125000,False
541000,False
520000,False
520000,False
550000,False
350000,False
370000,False
1100000,False
950000,False
1150000,True
475000,False
600000,False
1100000,False
580000,False
957000,False
2750000,False
350000,False
145000,False
1700000,False
777000,False
1425000,True
1425000,True
1425000,True
1425000,True
1425000,True
173000,True
1425000,True
1425000,True
1050000,True
425000,False
1100000,False
1400000,False
275000,False
725000,False
175000,False
390000,True
375000,True
1225000,False
680000,False
1825000,True
1003000,False
985000,False
8600000,True
900000,False
3363000,True
1305000,False
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
1575000,True
29030900,True
1316000,False
4485000,True
322000,True
340000,True
290000,False
595000,False
1260000,False
1700000,False
700000,True
450000,False
750000,False
995000,False
900000,False
900000,False
1020000,False
752000,False
750000,False
1700000,False
900000,True
850000,False
3175000,False
5000000,True
750000,False
2850000,False
601000,False
1600000,False
790000,False
425000,False
540000,False
3100000,True
1481000,False
2375000,False
740000,False
900000,False
2825000,True
720000,False
3250000,True
3350000,True
1970000,False
250000,False
2600000,True
1900000,False
700000,True
485000,False
2675000,True
2675000,True
725000,False
615000,False
1105000,False
885000,False
975000,False
1150000,False
475000,False
505000,False
1400000,True
1310000,False
775000,False
1195000,False
731500,False
1150890,False
1200000,True
934000,False
1575000,False
2600000,False
1215000,True
1050000,True
795000,False
2100000,True
915000,True
3700000,True
1384110,False
1400000,True
1400000,True
2780000,False
750000,False
1075000,True
1500000,False
9750000,True
1950000,False
1675000,False
850000,False
700000,False
1725000,False
1150000,False
1000000,False
323000,False
675000,False
1300000,False
1000000,False
925000,True
335000,True
1200000,False
1000000,False
710000,True
1825000,True
1100000,True
455700,False
1900000,True
440000,False
1790000,False
2500000,False
382000,False
405000,False
4060000,True
3200000,True
440000,False
400000,False
3333333,False
520000,False
787500,False
585000,False
995000,False
1150000,False
700000,False
1320000,False
655000,False
2000000,True
710000,False
950000,False
2445000,True
142250000,True
895000,False
1800000,True
1050000,True
7500000,True
1785000,True
1225000,True
1600000,False
600000,False
1104000,True
828000,False
740000,True
1043000,True
675000,False
1157770,False
1310000,False
425000,False
1900000,False
700000,False
3800000,True
410000,False
410000,False
500000,False
350000,False
700000,False
780000,False
850000,False
450000,True
2010000,False
2950000,True
1375000,False
875000,False
177500,True
3338500,True
2500000,False
1500000,False
600000,True
460000,False
2000000,True
2000000,True
450000,False
900000,False
1480000,True
3550000,True
2100000,True
920000,False
272500,False
1250000,False
1100000,False
278240,False
442893,True
442893,True
552107,False
552107,False
552107,False
2525000,True
1050000,False
1900000,True
1900000,True
340000,False
1205000,False
999000,False
670000,False
750000,False
760000,False
575000,False
1275000,False
550000,False
340000,True
969000,False
760000,False
660000,False
435000,False
490000,False
2400000,False
1125000,False
640000,False
1000000,False
1025000,False
387000,False
966000,False
975000,False
925000,False
610000,False
2355000,False
725000,False
390000,True
380000,True
5048000,True
1470000,False
1105000,True
1410600,True
2200000,False
940400,True
1550000,True
385000,False
1000000,False
600000,True
520000,False
883000,False
1000000,False
950000,True
1750000,True
200000,False
1650000,False
1175000,False
1400000,False
1400000,True
902500,False
550000,False
390000,False
306000,False
11750000,True
500000,False
300000,False
255000,True
465000,False
1150000,False
450000,False
660000,False
1100000,False
1300000,True
1755000,True
1506000,True
420000,False
3760000,True
1550000,True
1550000,True
1270000,False
3000000,False
675000,False
3075000,False
616000,False
210000,False
950000,False
650000,False
289000,False
223000,False
425000,False
1211000,True
860000,True
490000,False
1025000,False
6225000,True
3200000,True
800000,True
1025000,False
905000,False
700000,False
1800000,True
880000,False
1250000,True
1250000,True
900000,False
1025000,False
500000,False
1060000,False
250000,False
1000000,False
380000,False
1450000,False
920000,False
4625000,True
951000,True
923000,False
750000,False
485000,False
3625000,True
1455000,False
640000,True
839000,False
1735000,False
650000,False
1700000,False
456500,False
535000,False
1675000,True
4030000,True
850000,False
80000000,True
4500000,True
1500000,True
1013000,False
1500000,True
1600000,True
710000,False
1606000,False
751000,False
1200000,False
1265000,False
429000,False
412000,False
455000,False
619000,False
2280000,True
610000,False
1000000,False
1240000,True
5000000,True
1136900,False
900000,False
2000000,True
1105000,True
1105000,True
1105000,True
1700000,True
1270028,False
1750000,True
950000,False
585000,False
1475000,False
210000,True
650000,False
1500000,False
2315000,True
850000,False
1350000,False
1950000,True
555000,False
720000,False
1825000,False
1049000,False
566000,False
1250000,True
485000,False
955000,False
750000,False
360000,False
1075000,True
1625000,True
635000,False
857000,False
890000,True
1075000,False
1230000,False
1115000,False
3450000,True
810000,False
2870000,True
1820000,False
596000,False
325000,False
400000,False
952500,True
450000,False
1400000,False
980000,True
925000,False
425000,False
2225000,False
575000,True
1100490,False
2185000,False
1900000,False
1050000,True
510000,False
600000,False
1100000,False
300000,True
835000,False
370000,False
1100000,False
1875000,False
1325000,True
850000,False
8000000,True
8000000,True
680000,False
799900,True
1575000,False
735000,False
610000,False
313700,True
775000,False
1150000,False
1350000,True
850000,False
429000,True
230000,False
975000,False
660000,False
655000,False
660000,False
600000,False
600000,False
600000,False
630000,False
650000,False
500000,True
500000,False
802000,False
560000,False
3500000,True
1650000,False
1125000,False
432000,False
383000,False
1370000,False
700000,True
6100000,True
925000,False
950000,False
950000,False
760000,False
2800000,False
950000,False
270000,True
485000,False
1835000,True
1225000,False
750000,False
325000,True
750000,False
777000,False
542500,False
2850000,False
325000,False
900000,False
1190000,False
1700000,False
170000,True
1174500,False
480000,False
975000,False
160000,False
1050000,False
545000,False
287000,True
2200000,True
2500000,True
1050000,True
900000,False
425000,False
515000,True
450000,False
735000,False
649900,False
1650000,False
775000,False
600000,False
1160000,False
655000,False
875000,False
4375000,True
736500,True
4000000,True
670000,True
1070000,False
623000,True
2250000,True
3100000,False
465000,False
869000,False
400000,False
1400000,True
1000000,True
975000,False
705000,False
818000,True
741000,False
925000,False
915000,False
1550000,False
753000,False
355000,False
1175000,False
575000,False
517500,False
1150000,False
1425000,False
4550000,True
250000,False
545000,False
825000,False
2010000,False
559000,False
1381270,False
425000,False
725000,False
1500000,False
335000,False
620000,False
2625000,False
407500,False
795000,True
14200000,True
750000,True
665000,True
1450000,False
1700000,False
700000,False
750000,False
1389000,False
162500,False
1275000,False
520000,False
560000,False
450000,False
4200000,True
980000,False
1570000,True
100000,False
1050000,True
900000,False
700000,False
150000,False
400000,False
1300000,True
2300000,False
650000,False
1205000,False
1000000,True
850000,True
1350000,False
1500000,True
1150000,False
300000,False
300000,False
150000,False
1200000,False
375000,False
550000,False
6557625,True
460000,False
537500,False
550000,False
600000,False
200000,False
4850000,True
4850000,True
4850000,True
4850000,True
4850000,True
4850000,True
725000,True
1225000,False
600000,False
522500,False
2975000,False
955000,True
1125000,False
650000,False
330000,False
650000,False
350000,False
2300000,False
1010000,False
600000,False
825000,False
1260000,False
1475000,False
425000,False
2150000,True
401000,False
1300000,False
1300000,False
555000,False
1829000,False
650000,False
2100000,False
938000,False
950000,True
154000000,True
460410,False
1495000,False
1235000,False
430000,False
1076250,False
1522500,False
1125000,False
1100000,True
1550000,False
400000,False
600000,True
317500,True
2300000,True
1250000,False
7700000,True
1300000,True
894000,False
1085000,True
1078000,False
1475000,False
1450000,True
2780000,True
2050000,False
505000,True
4500000,True
9400000,True
365000,False
800000,True
800000,True
1900000,False
1000000,False
1921000,False
1050000,True
650000,True
500000,True
1320000,False
3449900,False
2000000,False
4660000,True
1007500,False
545000,False
925000,False
655000,False
399000,False
860000,False
770000,False
515000,False
900000,True
678000,True
750000,False
700000,False
4290000,True
1335000,True
630000,False
475000,False
875000,False
1265000,False
775000,False
3000000,True
420000,False
900000,False
700000,False
975000,False
950000,False
825000,False
795000,False
545000,False
635000,False
550000,False
1300000,False
250000,False
780000,False
1200000,False
1515000,False
1050000,True
540000,False
2330000,True
3455000,True
1730000,True
1200000,True
770000,False
1942500,True
950000,False
1086500,False
900000,True
1100000,False
1750000,False
1050000,True
980000,False
2450000,True
145000,False
2550000,False
1500000,False
1250000,False
143000,False
1500000,True
1500000,True
1125000,False
660000,True
532500,False
2765000,False
2000000,False
2400000,False
2400000,True
550000,False
688250,False
840000,False
529000,False
1420000,False
975000,True
900000,False
775000,False
4673835,True
442000,False
750000,False
800000,False
1208000,False
1025000,True
1070000,True
250000,False
675000,False
2373000,False
2300000,True
1475000,False
1075000,False
330000,False
800000,False
3700000,True
790000,False
410000,False
1550000,False
2495000,False
875000,False
221000,False
985000,False
170000,False
1200000,False
1200000,True
838300,False
1040000,False
1200000,True
2632500,True
580000,False
656000,False
780000,False
405000,False
1020000,False
750000,True
1150000,False
1209000,False
1515000,True
685000,False
3605000,True
1545000,False
2020000,True
600000,False
1400000,True
510000,False
1000000,False
1277000,False
470000,False
1046000,False
1570000,True
825000,False
890000,False
851948,False
1198052,True
1150000,False
660000,False
660000,False
430000,False
580000,False
1350000,False
185000,False
907250,False
550000,True
1325000,True
236500,False
755000,False
575000,False
1765000,True
500000,False
1300000,False
1100000,False
3750000,True
275000,True
175000,True
2450000,True
322500,False
775000,False
699000,False
1625000,False
3875000,True
575000,False
375000,False
1110000,False
1260000,False
1000000,False
1925000,True
775000,False
875000,False
1230000,False
7000000,True
1250000,False
1125000,False
625000,False
820000,False
750750,False
3775000,True
191000,True
975000,False
625000,False
812500,False
915000,True
925000,True
2349000,False
2475000,True
2300000,True
590000,False
590000,False
475000,False
1000000,False
727000,False
650000,False
960000,False
569024,True
380000,True
547500,False
400000,False
2002000,False
2525000,True
710000,False
3300000,False
260000,False
545000,False
577000,False
2200000,True
1250000,True
1250000,True
1300000,True
600000,False
700000,True
350000,False
1675000,False
1075000,False
949110,False
1550000,False
725000,False
935000,False
600000,True
270000,True
300000,True
330000,True
270000,True
500000,False
1670000,True
1000000,False
515000,True
835000,False
1125000,True
620000,True
7900000,True
915000,False
1025000,True
400000,False
460000,True
900000,False
1000000,False
1925000,False
5876000,True
1202000,False
950000,True
749000,False
1299000,False
325000,False
390000,False
930000,False
700000,False
515000,False
800000,True
3150000,False
1285000,False
4000000,True
1550000,True
640000,False
550000,False
385000,False
670000,False
1300000,False
562500,False
1150000,False
330000,False
1265000,False
499000,False
1400000,False
705000,True
1850000,True
801000,False
580000,False
490000,True
3087500,False
500000,False
1000000,False
1830000,True
1830000,True
1935000,False
1025000,False
6150000,True
990000,False
197000,False
496000,False
1500000,False
950000,False
3800000,True
2225000,True
1100000,False
1500000,False
1200000,True
575000,False
370000,False
120000,True
1685000,False
1000000,False
1005000,False
1425000,False
850000,False
1000000,False
2200000,True
6600000,True
725000,False
770000,False
950000,True
350000,False
745000,True
1350000,False
900000,True
1700000,False
1480000,False
815000,False
3000000,False
775000,False
560000,False
14948000,True
1675000,False
750000,False
750000,False
1050000,True
725000,False
625000,False
480000,False
5765000,True
570000,False
809574,True
2150000,False
478000,False
620000,False
200000,False
2500000,False
200000,False
775000,True
1600000,False
1339388,False
975000,False
1000000,False
219600,False
470000,False
990000,False
1175000,False
910000,False
790000,True
1125000,False
600000,False
900000,False
2150000,True
1100000,False
1100000,True
830000,False
1569000,False
875000,False
800000,False
5680000,True
1060000,False
1000000,False
2100000,False
1300000,False
995000,False
1050000,False
2480000,True
825000,True
1100000,False
850000,False
740000,False
650000,True
757587,False
306120,False
1400000,True
215000,True
90000000,True
2050000,True
905000,False
600000,False
5450000,True
1000000,False
229075,False
2900000,False
1699000,False
2850000,True
925000,True
1150000,False
1591850,False
1800000,True
360000,False
3200000,False
460000,True
4800000,True
1750000,True
649300,True
745000,False
745000,False
910000,True
550000,False
550000,False
635000,False
470000,False
975000,False
1100000,False
785000,False
755000,False
1820000,False
592500,False
348000,True
287000,True
470000,False
1200000,True
1130000,False
185000,False
950000,False
725000,False
1675000,False
850000,False
300000,False
2350000,True
2350000,True
262500,True
533800,True
533800,True
2590800,True
1265000,False
700000,False
979000,True
414000,False
649000,True
392000,False
670000,False
678000,False
775000,False
910000,True
1100000,True
455000,False
420000,False
545000,False
430000,False
625000,False
850000,False
810000,False
700000,False
1170000,False
945000,False
460000,True
222000,False
276000,True
285000,True
383000,False
280000,False
292000,False
917500,False
905000,False
533000,False
570000,False
512000,True
297000,False
1425000,False
530000,False
460000,False
577500,False
285000,False
365000,False
540000,False
390000,False
1450000,False
930000,False
685000,True
1610000,False
510000,False
480000,False
525000,False
450000,False
695000,False
575000,False
1315000,False
926000,False
423000,False
820000,False
575000,True
315500,True
1285000,True
4862500,True
943000,False
582000,False
1470417,True
960000,False
323000,False
611500,False
620000,False
2715000,False
1100000,False
335000,False
915000,False
895000,False
285000,True
840000,False
340000,False
973667,False
480000,True
620000,False
950000,False
920000,True
940000,False
2805000,False
1300000,False
810000,False
1275000,True
740000,False
995000,False
605000,False
610000,True
549000,False
585000,False
525000,False
615000,False
450000,False
615000,False
310000,False
705000,False
451000,False
425000,False
654900,False
1180000,False
250000,False
635000,False
1245000,True
266000,False
440000,False
1239000,False
447500,False
429000,True
1449000,False
675000,False
500000,False
520000,False
790000,False
900000,False
280000,False
1400000,False
775000,False
325500,False
1480000,False
715000,False
575000,False
2100000,False
984500,False
760000,False
860000,True
935000,False
805000,False
725000,False
450000,True
648000,False
475000,True
440000,False
826000,False
826000,False
500000,False
370000,True
480000,False
624500,False
2199000,False
1800000,True
186264,True
186264,True
388000,False
1400000,False
2505000,False
675200,False
1710000,False
599000,False
1430000,False
549000,False
950000,False
689900,False
749000,False
910000,False
753000,True
640000,False
1420000,False
583000,False
1187000,False
1435000,False
2000000,False
510000,False
2725000,True
1125000,False
585000,False
500000,False
975000,True
580000,False
500000,False
415000,False
1450000,False
1290000,False
675000,False
975000,True
515000,False
442000,False
430000,False
1400000,False
1040000,False
525000,False
345000,False
540000,False
520000,False
470000,False
180000,False
533000,False
987500,True
600000,False
2600000,True
788980,False
1050000,True
2450000,False
561000,False
1325000,False
1780000,False
650000,False
300000,False
505000,False
555000,False
420000,False
1175000,False
405000,False
286000,False
1222000,False
1355000,True
625000,True
880000,False
1100000,False
663201,False
1200000,False
715000,False
160000,False
812000,False
1600000,True
1570000,True
1100000,False
1800000,False
221888,False
500000,True
900000,True
2940000,False
270000,False
985000,False
715000,False
949000,False
745000,False
575000,False
480000,False
530000,False
925000,True
925000,True
1000000,False
1520000,False
1400000,False
3300000,True
375000,False
845000,False
1018000,False
540000,False
279000,False
662000,True
490000,False
505000,False
500000,False
559900,False
400000,False
430000,False
750000,False
520000,False
900000,True
1120000,False
600000,False
1025000,False
688000,False
630000,False
870000,False
800000,False
349000,False
548000,False
687000,False
760000,False
699000,False
1035000,False
675000,False
635000,False
1000000,False
295000,False
365000,False
820000,False
3400000,True
975000,False
3475000,True
1250000,False
1152200,False
936000,False
285000,False
660000,False
1821795,True
529000,False
138000,True
2085000,False
764200,False
670000,False
499000,False
270000,False
785000,False
285000,False
630000,False
310000,False
610000,False
305000,False
775000,False
590000,False
1700000,False
500000,False
765000,False
525000,False
510000,False
400000,False
660000,False
700000,False
550000,False
690000,False
677500,False
550000,False
610000,False
467000,False
545000,False
495000,False
640000,False
435000,False
1380000,False
1025000,False
720000,False
641500,False
950000,False
575000,False
1485000,True
620000,False
1020000,False
205000,False
1595000,False
660000,False
915000,False
2150000,True
1150000,True
795000,True
500000,False
830000,False
515000,False
330000,False
425000,True
600000,True
650000,True
735000,False
1380000,False
1600000,False
558000,False
650000,False
875000,True
580000,False
581500,False
335000,False
335000,False
562000,False
1785000,False
495000,False
700000,False
340000,False
252500,False
325000,False
1550000,False
850000,False
770000,False
1300000,False
940000,False
800000,False
900000,False
750000,False
449000,False
750000,False
670000,False
900000,True
690000,False
785200,False
381000,True
1215000,True
525000,False
535000,False
700000,False
510000,False
535000,False
275000,False
900000,True
620000,False
450000,False
740000,False
4862223,True
630000,False
585000,False
505000,True
2010000,False
1010000,False
661000,False
845000,False
400000,False
195000,True
330000,False
950000,False
439000,False
1499000,True
1499000,True
1063500,False
1275000,False
800000,False
260000,False
420000,False
488000,False
233500,False
415000,False
415000,False
485000,False
670000,False
3820000,True
375000,False
400000,False
525000,False
820000,False
590000,True
1300000,True
1190000,False
520000,False
485500,False
730000,False
499000,False
310000,False
520000,False
1300000,False
780000,False
451000,False
680000,False
1225000,False
1299000,True
5695000,True
1700000,True
1700000,True
635000,True
420000,False
530000,False
910000,False
557000,False
588500,False
811000,False
775000,False
880000,False
614000,False
950000,False
2700000,False
681500,False
480000,False
510000,False
380000,True
425000,False
1050000,False
865000,True
270000,False
269000,True
182100,False
1000000,False
1900000,False
2230000,True
2230000,True
641500,False
815000,False
450000,False
315000,True
441000,False
475000,False
760000,False
29550000,True
29550000,True
1739000,True
700000,True
400000,False
408000,False
645000,False
815000,False
325000,False
677600,False
590000,False
1077500,False
475000,False
425000,False
650000,False
719000,False
719000,False
180000,False
929000,True
615000,False
630000,False
1800000,False
920000,True
600000,False
430100,False
600000,False
162000,False
1657000,False
462000,True
750000,False
925000,False
690000,False
380000,False
423300,False
710000,False
669420,False
350000,False
271459,False
635000,False
1430000,False
450000,False
698900,False
500000,False
655000,False
400000,False
1070000,False
950000,True
1615000,False
260000,False
670000,False
2530000,False
640000,False
1475000,False
860000,False
1050000,False
1330000,False
760000,False
551000,False
951000,False
631500,False
205000,False
200000,False
485000,False
1200000,False
535000,False
725000,False
576000,False
355000,False
320000,False
430000,False
475000,False
325000,False
1225000,False
1600000,False
340000,False
319000,False
650000,False
660000,False
479000,False
425000,False
560000,False
1220000,False
1000000,False
650000,False
549000,True
480000,False
400000,True
1800000,False
185000,False
444000,False
470000,False
870000,False
1200000,False
395000,False
620000,False
760000,False
315500,True
320000,False
750000,False
785000,False
655000,False
624000,False
450000,True
470000,False
905000,False
644900,True
1050000,True
729000,False
870000,False
550000,False
1050000,False
550000,False
750500,False
750000,False
814000,False
670000,False
1665000,True
1815000,True
636000,False
264000,False
1565000,False
950000,True
5870000,True
775000,False
425000,False
610000,False
915000,False
400000,False
900000,False
505000,False
265000,False
644500,False
785000,False
730000,False
3800000,True
535000,False
370000,False
925000,False
610000,False
380000,False
755000,False
530000,False
702000,False
1200000,False
2300000,False
645000,False
770000,True
740000,False
675000,False
740000,False
450000,False
725000,False
861000,False
345000,False
930000,True
550000,False
675000,True
458672,False
705000,False
485000,False
1075000,False
857500,False
1650000,False
1300000,True
675000,True
1320000,False
612500,False
400000,False
665000,False
1300000,False
650000,False
550000,False
525000,False
710500,False
1325000,True
510000,False
670000,True
181601288,True
181601288,True
181601288,True
1575000,True
850000,False
620000,False
765000,False
305000,True
597500,False
933000,False
680000,True
570000,False
560000,False
425000,False
765000,False
635000,False
460000,False
520000,False
640000,False
1050000,False
326000,False
2400000,False
938000,False
580000,False
390000,False
725000,False
540000,False
534000,False
290000,False
382000,False
450000,False
550000,True
880000,False
781000,False
290000,False
1010000,False
1000000,False
485000,False
629000,False
800000,False
6275000,True
189398,False
845000,False
335000,True
967500,False
1410000,False
432000,False
490000,False
215000,True
437000,False
435000,True
762000,False
535000,False
810000,False
274900,False
3400000,False
1310000,False
455000,False
655000,False
400000,False
332000,False
2950000,True
390000,False
440000,False
635000,False
500000,False
400000,True
560000,False
550000,False
912000,False
965000,False
640000,False
1391000,False
700000,True
930000,False
490000,False
450000,False
387000,False
745000,True
800000,False
500000,False
965000,False
1250000,False
800000,False
676000,False
620000,False
547000,False
460000,False
755000,False
425000,False
795000,False
662500,True
400000,False
290000,False
520000,False
550000,False
420000,False
429000,False
420000,False
1075050,False
469000,False
317500,False
550000,False
488000,False
580000,False
810000,False
342000,False
625000,True
950000,False
505000,False
800000,False
1100000,False
1395000,False
610000,False
1900000,False
407500,False
1210000,False
1354321,False
1120000,False
575000,False
570000,False
301000,False
565000,False
925000,True
289000,False
1950000,False
597000,False
852000,False
395000,False
800000,False
730000,False
1050000,False
500000,False
1900000,False
455000,False
650000,True
1250000,False
650000,False
566000,False
800000,False
565000,False
551500,False
579000,False
899900,False
386000,False
615000,False
500000,False
830000,False
1599000,True
315000,False
852000,False
885000,False
650000,False
455000,False
255000,False
193422,False
970000,False
625000,True
550000,True
1560000,False
865000,True
1431000,False
448000,False
420000,False
1460000,False
125000,False
750000,False
1250000,True
950000,False
850000,False
795000,False
635000,False
655000,False
4329075,True
605000,False
789000,False
176640,False
450000,False
650000,False
1050000,False
1315000,True
807000,False
659000,False
250000,False
2460000,False
725000,True
2000000,False
1555000,False
740000,False
195000,False
625000,False
360000,True
799000,False
850000,False
760000,False
358500,False
550000,False
525000,False
385000,True
1150000,True
500000,True
104296,True
110000,False
680000,False
270000,False
735000,False
615000,False
675000,False
580000,False
999000,False
850000,False
1100000,False
565000,False
2640000,False
625000,False
1775000,False
655000,False
840000,False
2860000,False
361000,False
1550000,False
1140000,False
305000,False
689000,False
3150000,False
1280000,False
830000,False
830000,False
342500,False
2050000,False
610000,False
825000,False
380000,False
535000,False
485000,True
430000,False
865000,False
261000,False
400000,False
214000,False
960000,False
595000,False
419000,True
470000,False
749900,True
679000,False
435000,False
880000,True
769713,False
700000,True
520000,False
500500,False
430000,False
770000,False
787500,False
1100000,True
2195000,True
610000,False
765000,False
1065000,False
560000,False
925000,False
1450000,False
445000,False
940000,False
332000,False
550000,False
667000,False
810000,False
580000,False
390000,False
500000,False
2510000,False
496000,False
440000,False
715000,False
900000,False
670000,False
3090000,True
667000,True
3600000,True
825000,False
585000,False
880000,False
325000,False
2737500,True
600000,False
515000,False
447800,True
745000,False
1015000,False
650000,False
899000,False
745000,False
705000,False
399900,False
481000,False
410000,False
369000,True
862500,False
620000,False
900000,False
510000,False
1400000,False
450000,False
2075000,False
890000,False
580000,False
175000,False
840000,False
500000,False
727000,False
450000,False
596000,False
670000,False
579000,False
610000,False
490000,False
950000,False
755000,False
725000,False
253876,False
449000,False
549900,False
626000,False
3660000,True
300000,False
350000,False
1100000,False
1325000,True
1152000,False
815000,False
525000,False
1105000,False
735000,True
3800000,True
712000,False
2150000,True
560000,False
1425000,False
730000,False
999000,False
2159000,False
600000,False
400000,True
365000,False
655000,False
517000,False
485000,False
680000,False
452743,False
1320000,False
624900,True
810000,False
1165000,False
550000,False
1140000,False
910000,False
310000,False
505000,False
1255000,False
320000,True
382400,False
570000,False
1425000,False
975000,False
890000,True
2592500,False
1090000,False
2226000,False
760000,False
567500,False
805000,False
715000,False
1575000,False
682000,False
1970000,False
670000,False
525000,False
825000,False
1515000,False
573000,False
295000,False
900000,False
675000,False
530000,False
2024000,True
965000,False
4100000,True
1705000,False
2220000,False
1400000,False
6500000,True
575000,False
3800000,True
611250,False
685000,False
330000,False
470000,False
580000,False
475000,False
690000,False
715000,False
750000,False
270000,False
2000000,False
1510000,False
595000,False
950000,False
490000,False
675000,False
386000,True
490000,False
905000,False
835000,False
575000,False
1756098,False
445000,False
757500,False
875000,False
405000,False
620000,False
300000,False
