id,price,revenue,investor,year,zip
20,1895000,1.4621345029239765,False,12.180821917808219,2116
33,11530000,3.116538461538461,True,2.493150684931507,2199
61,2900000,17.196119882258497,True,20.476712328767125,2125
73,1243200,16.18140548048996,True,21.695890410958903,2119
93,1500000,8.882743362831858,True,11.145205479452056,2118
106,1030200,11.358028455284552,True,5.391780821917808,2128
114,13500000,1726.1478282390794,True,22.13972602739726,2119
127,710000,2.9493210405946253,True,19.167123287671235,2126
146,3100000,-1.645070422535211,True,5.641095890410959,2116
182,1400000,57.031638738994594,True,9.646575342465754,2128
249,825000,32.85,True,0.3726027397260274,2128
273,1800000,3.8373110720562393,True,7.794520547945205,2127
287,935000,7.7392842862854865,True,6.852054794520548,2128
288,3666667,-0.37745604963805585,True,2.649315068493151,2115
327,1032500,11.898075048732943,True,5.6219178082191785,2122
402,2040000,11.120779816513762,True,2.9863013698630136,2122
408,517500,3.3519260400616333,True,5.3342465753424655,2125
418,3800000,61.41653448911841,True,14.854794520547944,2125
424,1030000,11.52825730674679,True,20.06027397260274,2124
476,582500,448.25945945945944,True,0.10136986301369863,2126
542,640000,12.80970970970971,True,10.947945205479453,2121
566,1085000,2.566739766081871,True,5.6219178082191785,2215
578,1150000,43.19608127721336,True,1.8876712328767122,2128
645,11500000,33.82662162162162,True,1.0136986301369864,2108
657,260000,14.87790208740051,True,18.243835616438357,2127
669,6100000,4.223328149300156,True,7.046575342465753,2116
670,7500000,7.113831658291457,True,10.904109589041095,2116
672,2800000,4.772541699761716,True,17.246575342465754,2115
712,908000,37.906110421836225,True,22.08219178082192,2119
728,2050000,50694419.46815719,True,4.043835616438356,2120
736,1650000,20.206537486417965,True,7.564383561643836,2124
832,555000,4.383567150063051,True,17.38082191780822,2132
834,635000,11.153229398663699,True,4.920547945205479,2127
892,5175000,148.9134529147982,True,3.665753424657534,2128
893,5175000,148.9134529147982,True,3.665753424657534,2128
920,520000,1.4809426229508196,False,2.0054794520547947,2129
943,1127000,12.10047212230216,True,6.093150684931507,2132
996,610000,8.272893309222423,True,7.575342465753424,2131
1007,2125000,16.283494332818137,True,21.27123287671233,2119
1011,1700000,39.333519163763064,True,3.9315068493150687,2129
1158,600000,0.6127213114754098,False,4.178082191780822,2110
1196,2446000,18.588206979542722,False,9.106849315068493,2120
1249,1210000,-0.19824281150159748,True,0.8575342465753425,2128
