price,rate
100000.0,0.0
1000000.0,0.0
1107424.9744049143,0.16441541892322395
1198789.8323521884,0.38324307104173305
1298677.8538520604,0.5172878836147393
1403756.078832864,0.5936922586811086
1549614.474020988,0.6620473611553573
1696077.553109803,0.7137198683232452
1794353.084207832,0.7365933949240735
1893989.1540824163,0.8865987044706382
